단어,빈도수
건강검진,14
춤짱,3
루산,4
로마노프,23
브늘,1
만괂부,1
김치찌개,23
원구단,1
실내,96
르미,2
국가대표,67
고지도,3
완비,3
의정부,70
계양,38
장충,10
충무,5
평일,63
사모,48
고참,8
조화,26
희망이,36
리오레,1
능지처참,1
좌심방,1
우심방,1
좌심실,1
우심실,1
명도,44
래듀뷱,1
연고,43
임블베,1
김수진,5
날연,1
승관,98
시조,9
흥미,45
김삿갓,4
임돠,4
고다,4
아르키,1
브이,692
연우,321
임명옥,1
리베로,12
이선우,2
수상자,31
창단,23
케이티,95
위즈,56
응원단,3
홍창,1
저격,67
폴트,1
좌쓔,2
개보,5
업걸,1
오피스텔,119
조각,95
광역시,37
염주,4
어분,8
크레페,4
요일,39
나가야,23
캡틴,52
연경,27
헤어,129
클러치,14
웨이즈,8
존잘,72
안양,65
노동부,16
굴착기,24
사설,181
고양,49
철근,23
더미,14
뉴스데스크,31
별관,7
휴식,49
버킷,34
반복,135
윤수,13
보드게임,10
깜깜,10
무소식,29
굴삭기,14
윤영준,1
런웨이,6
운영자,17
특집,105
이월드,271
진행자,8
공화국,51
후레쨩,7
속어,1
비속어,6
차희선,1
일컽는,1
문재인,436
덕양구,13
오금동,9
작동,45
미터,42
웅덩이,7
퍼담는,2
빗물,13
화담,4
홈팀,3
마다,60
종일,127
범죄자,40
이지송,4
처지,30
가뭄,20
스올,9
호수,58
잡학,27
잡식,10
이스,136
라르,13
본전,25
얘드,13
진보당,3
개포,2
대위,214
김현아,8
임명,82
사하라,33
에밀리,20
안넘,5
토너먼트,9
기세,29
이도희,3
선거법,7
범인도피죄,1
소요죄,1
건축법,1
공작,45
명박,7
고용노동부,70
보건관리,12
괂부,1
리액션,23
벌떡,25
키다,1
앞줄,4
다인,101
절하,50
도겸,95
꽃사슴,1
롤코,7
범실,1
끝판,19
삼겹,6
도롹철,3
그린즈,1
관할,21
혜선이,2
네트,164
바깥,31
공격수,5
공도,11
티벳여우,3
바카,12
핫윙,4
배구팀,3
웟었,1
묵적,4
일원,35
관왕,39
캐슬,45
윤영석,21
체적,27
터널,75
오명,7
영예,19
남산,9
극락,28
식당,102
효율,149
측면,118
연습장,56
장함,3
자살,98
학대,19
불미,5
하청,100
건의,77
미흡,9
전반,108
공법,25
패러,3
지윤,9
이지나,3
밍키,6
양철,23
호가,88
선배,263
이정철,5
남배,18
브란키차,2
터키,45
난입,18
세르비아,5
용병,46
명임,3
수임,2
친화력,5
페네,1
증명,89
떼띠,1
랑핑감독,1
리더쉽,4
겸비,28
지니,253
국대즈,1
폰청기,3
우주소녀,37
달소,43
고씨,9
황밍키,1
폭주,38
데뷔,299
진실,141
정치권,73
수수,58
시신,34
트병,3
민지,20
휴대전화,48
나을님,1
눈초리,3
웁쭈쿵,1
밍꾸,2
장근석,5
제작비,13
비달,1
결혼,329
성완종,123
세월호,144
인양,67
급식,106
뱃속,53
바닷물,42
트위스테,6
세카,13
찰싹,16
저격수,10
하룡,2
육성,227
범행,8
갈치,24
깃밥,1
런전,1
근거지,2
대적,38
인적,62
쇄신,11
돌파구,10
자치행정,31
서울역,12
라운지,77
경상남도,30
김경수,54
사무소,102
중소기업,335
해소,143
산시,23
상공회의소,37
개정안,31
발의,30
회고록,2
낱낱이,3
성해,7
로타,8
이필,11
에이지,161
핸비,3
띠띠용,1
마누,7
권상우,1
복수,70
온량온량,1
김소월,3
탈세,23
부정,216
앤캐,76
초연,24
지드,20
설령,21
갈이,18
오소리,53
내정자,65
인하대,6
토목공학,1
졸업,226
건국대,15
경기대,117
석사,21
학위,30
한양,352
건설업,31
우림,32
진상,59
규명,48
망국,16
인맥,53
자문,102
용일,4
낙동강,25
고아,15
신화건설,2
수주,994
손관,1
막장,21
산들,16
박원순,55
최소한,48
망생러,2
하몬,6
채류,1
후보자,40
키키,34
데자부,13
무척,49
라마,92
무스,56
밍굼뫄,1
넹넹,8
국짐,6
이완구,10
홍문종,1
조용호,1
조르바,4
정두언,3
정몽헌,10
박덕흠,7
새누리당,42
비타,124
국무총리,38
질질,36
울보,12
새캬,1
은파,17
총선,47
불출,6
총리,72
대천,3
축협,6
선거구,2
김태흠,7
유세,10
유착,44
대명사,15
재앙,61
하야,38
진주의료원,1
폐쇠,1
낙마,2
김뵨,2
코리,13
안락,5
람지,10
화월,8
위안부,9
다홍치마,2
다홍,4
영동,47
매일일보,65
기룡,1
센트럴,67
주택조합,11
총회,30
찬성,51
강릉시,24
교동,11
산타,32
렐라,16
히빅,2
히빅님,1
열대,4
나그네,11
꽃밭,17
꽃들이,3
끼리끼리,5
전직,54
직성,3
김재규,42
영웅,152
훼손,28
노건평,17
배소,16
패소,60
재판,238
원고,53
승소,75
원심,21
위법성,7
친형,14
특별사면,12
이정훈,10
손해배상,56
소송,280
지법,26
민사,15
청구,371
항소심,44
배상하,9
오션,202
완수,21
김선동,1
김진태,8
태안,51
지역구,4
근혜,10
김기춘,5
애걸,3
당하,6
목메,1
광견,5
살해,60
원흉,11
망나니,24
감히,43
서병수,4
붕괴,43
정치가,11
사법부,18
개검,6
판결,148
얼매,2
인명,13
경시,4
계급의식,1
발달,27
모직,12
남선,71
잠재력,30
권력,98
서열,18
조영환,3
일체유심조,1
오현,21
삼라,12
모태,29
외환,107
대한해운,437
한상선,5
해운,141
진덕,2
우방,23
삼환,26
후신,2
외환위기,5
가습기,460
살균제,431
피해자,321
출범,229
해양수산부,65
컨테이너,24
연합체,1
당초,35
법무부,89
정모,45
재직,32
이목,21
당진,111
억원,43
원인,239
병환,5
사리,48
좌익,16
뉴스타파,42
기인,51
오심,19
문무,12
공판,47
멍박,1
그네,337
부정선거,71
국정원,60
기자회견,133
새삼,56
수장,41
사관,47
멘트,78
불이익,11
김태우,7
공포,455
이성희,16
각자,135
체제,184
허태열,3
청와대,194
비서실,7
실세,27
청풍명월,2
불기소,16
의견서,9
의도,108
관철,12
가사,264
함의,1
부와,18
민생,31
체감,36
스쿠터,19
과징금,164
상장폐지,166
삼바,68
불공평,5
네티즌,58
대마불사,4
소마,124
필사,23
거래소,593
이행,68
분식,11
뒷말,12
김종희,36
박남규,3
바이블,7
레모나,4
페지,3
주식시장,199
상치,53
노총,68
도부,34
산별노조,1
최저임금법,1
유감,96
반기문,11
연관,88
수첩,46
녹취록,7
감정,243
목격자,11
치자,13
자유당,7
꼬봉들,2
자원,247
나경원,32
방산,59
무리,108
리박사,3
배명진,2
박규철,4
추락,133
강탈,28
부패,54
김영삼,5
쪼다같,1
제조업,125
모색,32
송뫈종,1
알궐리,1
이데올로기,2
죽움,1
이상섭,1
부도,69
날때,7
복권,15
통행,12
유권자,14
태호,24
일면,5
사퇴,93
노자,9
드루,64
상도,15
도법,2
선거,157
개무시,9
좀비,132
이쯤,57
방미,13
윤창중,1
정윤회,11
십상시,1
태블릿,36
가결,7
김완수,2
신하,23
정정당당,4
윤승모,6
두루,32
자인,19
신해,8
척당,23
불기,22
뒤엎는,1
박종욱,1
굴레,21
정치자금,31
뒷받침,24
원문,64
박천수,1
회관,47
윤재국,35
노을,72
전해,37
좌지우지,5
윤승모씨,1
조공,22
이산,10
만루,13
빼박,7
선고,116
무덤,47
진술,51
실의,4
특정,124
지목,75
박도,7
증거불충분,2
한나라당,24
기자간담회,31
허영,10
한민족,7
간격,22
차례,108
단행,46
민정,90
직후,58
면허,37
의적,35
게이트,76
티령,1
몰카,22
분식회계,21
정경아,1
피엔스,8
판표,1
난관,5
류여해,2
박주원,2
안산시장,6
국민의당,29
박지원,19
후천,15
이상돈,1
싸이코패스,3
답지,13
간판,40
재보궐,4
지방선거,9
캠프,164
조기,164
기탁금,1
조카,59
양훈,9
난파선,1
진호,33
여호수아,2
이병기,1
정무수석,14
왕좌,17
지킴,38
압수수색,169
특검,51
번복,9
서청원,4
협조,36
아이엠,241
피터,66
탈당,28
유죄,88
김윤성,2
젖줄,1
정설,6
조짐,21
사이비,32
팔이,50
다단계,17
기단,14
양자,41
뇌물수수,11
바다이야기,6
봉하마을,1
대통령기록물,1
이제야,50
랏도,2
탄식,9
해괴,4
입맛,49
월드,614
도깨비,52
망망,6
김동현,52
칼국수,21
친박,7
불구속,15
고위,83
견찰임,1
김재필,1
그케,2
새알,6
딱지,27
심성,3
떡값,1
묵고,8
오리발,3
음모,20
취해,36
태클,7
우택보,1
경향신문,104
레밍,4
김학철,1
도의,24
인천공항,63
물난리,4
외유,15
충북도,24
대법,37
속셈,7
탄압,32
작정,23
포진,12
국정,87
인멸,6
측근,44
군데군데,1
횡령,130
소지품,10
단서,11
장녀,16
밑천,2
년놈,9
랜드마크,17
발주,92
폴리,318
대상자,67
위태,11
새누리,6
이세호,4
공수,22
법정,71
성문,24
낭독,4
그레,7
쌔끼,3
특사,17
공소,32
시효,33
형사,106
처벌,112
제정,29
통합진보당,3
각기,15
번의,52
전영준,1
노무현정부,2
전후,58
초등학생,38
후세,3
최씨,6
뜩검,1
지나,108
무명씨,4
악산,1
주병,1
참여정부,4
자민련,1
당선인,3
인수위,3
퇴진,14
석가탄신일,3
임기,20
꿀잼,14
빅잼,1
핫이슈,102
모음,129
실형,59
위키,61
삼부,316
쪽지,41
김경준,1
원점,14
번쩍,40
칼날,24
거세,21
자웜외교,1
번돈,6
중고,238
사기,423
하이에나,9
정진석,4
직격,9
신변,13
성수,34
대담,25
정대택,23
평론가,28
시청료,6
페이팔,24
그랜드,58
민원,87
농락,17
하수,41
노릇,30
금융감독원,92
번죽,8
국기관,2
아프간,4
수백,30
탈레반,3
국립대,15
등록금,13
공약,56
국립,115
특보,17
여야,79
관측,30
지령,21
이적,37
의겸,23
최측근,12
반전,128
지지율,80
사단,93
반증,9
고유,26
망언,27
김창길,3
불구,105
휴게,23
압구정,49
경비원,22
지연손해금,4
송달,9
이율,15
듣기,106
소름,58
델타,251
꼼짝,17
람다,14
청원,58
금은,63
단말기,25
마포,59
종로구,28
신용카드,32
수법,14
만원,181
김응용,5
꿀꺽,63
금감,7
부작위,35
행정,177
가입자,60
여권,78
권력투쟁,17
헤게모니,7
우파,30
멸시,13
검증,129
필패,9
겨냥,62
오승환,10
양의지,9
금감원,104
묵인,30
묵살,20
방조,25
동조,33
동메달,7
결정전,12
더그아웃,3
베이징올림픽,3
내내,139
강전,19
결승,26
이승엽,14
자카르타,6
아시안,19
박병호,95
금메달,43
알고싶다,20
김명,9
한소리,18
홍삼,33
으잉,3
자신감,56
생방송,122
항해,24
부조리,15
발휘,48
잠도,22
분한,4
후쿠시마,51
경악,24
원전,211
한병도,4
폭발,242
방사,55
능이,16
유출,133
편향,14
삭감,16
한현희,2
안우진,4
조롱,31
학폭,23
벌금,66
오브,149
라이언,33
백기,8
단순,51
진료,145
제비,68
서무,5
황익준,6
알짜,64
재원,40
상속,49
창구,38
서치,205
사무,204
신입사원,264
닐리리,6
철관,286
신영와코루,4
고려제강,19
애널,92
준공,103
동남아,46
증성,2
환기,32
블랙마켓,1
패키지디자인,1
닥치고,92
경희대학교,7
개척,62
목공,1
선박,224
중목,10
콘티,12
넨탈,2
코리아세븐,18
우기,32
마이러브,5
은범,3
제비스코,1
비상,460
스쿨버스,7
부과,144
학부모,18
떄문,5
투철,2
김현진,7
도로,179
재난,131
밤낮없이,2
내의,19
실종,95
생김새,6
골든타임,24
텐마,9
몬스터,74
염불,11
수염,27
시내버스,17
컨소시엄,156
연륙교,4
실시,397
역청,6
쿨톤,8
그림연습,3
종길,2
덤블링,1
고현정,25
매립지,12
번동,2
월급,99
감성,172
승민,133
휴게텔,5
미모,91
북악스카이웨이,3
손현,5
영통,144
이사회,96
종횡무진,5
드레드,10
이종석,8
리신,26
자크,11
시마론,2
펠리카,1
의회,76
저장,144
탱크,41
큐셀,14
테스,684
볼트,68
범위,82
박소영,2
종국,8
청라,23
영종,26
리리,46
개쫄탱,1
혹사,13
으른곰,1
에이스,186
백억원,6
베픽,2
직전,125
김민우,5
해변,45
실망,67
리조트,60
수압,5
워노,3
수축,2
이완,4
무한,210
의학,91
급발진,27
차피,14
여수시,12
여수,71
어르신,65
두기,124
지리,51
소외,54
사회보장,8
연꽃,8
한판,22
지면,41
티투,1
스머프,5
모자,133
별별,26
성심당,2
체크카드,12
무채,3
치면,129
튜브,42
포터,19
선글라스,18
하와이안셔츠,2
집착,119
이기자,37
쌍문동,6
트러블메이커,3
주신,72
백성,25
순수,50
츤초,11
티원,25
이웅,21
이발,17
모건,148
발기,6
직행,41
신시,9
신기,203
죽지,47
글스,1
글쎄,46
나때매,1
욘냐미,1
샤이니,86
종현,36
옹진,7
일러스트,69
경락,13
귀염,14
월세,41
규어,70
이비자,3
스캇,12
붙임머리,3
빅데이터,293
홈트,10
남동,48
밴픽,4
저딴,13
김성근,2
퓨처스리그,6
생중계,58
스포,499
멸망,52
기상청,20
예보,8
비구름,2
방수,27
윤승재,2
정글,73
미드,55
라운드,290
에고,35
럼블,8
티어,89
영식,17
리디아,10
손끝,13
꼴탈,2
사냥꾼,39
프레,535
화투,20
당사,72
문후,2
개별,208
시프트,6
하드,82
플레이어,90
저주,54
빛돌,2
극딜,2
딸라,2
밸류,243
크리퍼,1
도우,29
카르,46
루쉬,1
구석구석,10
건빵,10
장혁,56
무릎,136
전방,244
십자,27
파열,41
경과,22
재활,129
투입,170
십덕,4
외야수,14
넌나의뷔타민,1
곰돌이,28
박상경,7
발사,90
살사,4
팔달구,14
딥스롯,9
장영,23
섹슈얼머사,2
걸레,54
경산시,23
월드컵경기,2
오오,70
티디,10
마카롱,48
실드,10
분도,25
스타트,48
아주머니,7
저궤도,3
위성,165
문혁,19
사옥,154
니콜라,17
태양광,232
낫베,6
로직,15
엔씨소프트,439
리니지,105
치명,52
삼다수,43
삼구,3
칠석,5
호의,36
패러디,19
분노,91
텅쉰,2
웨이보,9
백천,8
지큐,15
메이,174
프로리그,10
창설,24
준우승,14
리바,3
단돈,20
이애,36
단추,31
기절,152
이즘,4
섭남,6
후다닥,23
에밀,24
줏대,18
김으른,2
허블,6
전격,100
개망,4
지훈,66
버즈,54
갱스터,3
함박,26
웃음,237
유쇼,1
화만,5
신예,21
타이거스,4
주역,32
그늘,25
닝니님,1
동점,16
스리,49
런포,2
빅이닝,2
패배,33
패색,1
위풍,5
목전,4
노트,220
열세,2
나래,48
비긴,71
비계,66
구합,142
뿌슝빠슝,3
샊끼,1
쓰리런친,1
엽니,30
양녀,5
무승,1
보나,40
해일,17
쩐다,36
최고다,44
큐후,1
장성호,3
해설,37
십사,3
졸라,109
하랑,22
낭세,3
존잼임,3
월식,5
머임,27
우파루파,3
개꿀잼,5
이지,126
보는뎈,2
유교,22
웅장,43
고등어,20
러느,2
나애리,6
호덬,1
띠앗,2
커뮤,229
화가,216
딩때,1
네이버웹툰,7
어케,217
신나셧,1
후니,12
메시,11
보너스,35
합치,36
연간,96
백억,16
시타,25
오우,41
입방,5
착각,62
로투킹,43
연때,3
웅기,14
완결,48
먼치킨,10
현판,11
사이다,62
패스,738
이글,380
더위,74
노시,22
하주석,2
이성열,5
애니메이터,99
고아라,18
고재원,1
강동,11
광문,4
고덕,25
고영일,2
계사년,2
장씨,4
권씨,2
분량,70
버찌,10
죽겠네,9
할배,30
토론회,39
더니,89
장식,70
멀린,28
몽리,1
유로,35
인도,207
진척,9
장담,19
베를린,9
소진,39
흰머리독수리,1
화타,3
케익,32
출국,23
불효,4
조던,8
트레이스,28
이글즈,1
멋져브러,1
금연,19
산깅,2
엔젤,432
사비,94
지갑,74
리모컨,26
어감,23
이렁거,2
소신,18
쓔발,1
메이킹,93
컾안,1
각색,10
좔좔,11
김도영,11
엄상,4
수동,25
김태균,3
이누야샤,11
자책점,1
그릴,119
복각,22
나락님,1
파이팅,66
특훈,4
카를로스,6
좀처럼,14
고유라,1
전날,170
테러,46
먀뱌,1
플립,62
쑤미릴,1
송송,22
디모테오,5
송내역,5
도매,64
잎새,15
보해양조,53
호선,230
송가,11
인씨,8
운현,1
순희,5
막걸리,23
공학,149
분석관,23
아쉽넹,1
유시민,71
보궐선거,47
알트스크,2
깃발,20
화이트호스,2
유니온,446
레이븐,17
슈비,15
자트,19
메이플,59
친추,61
엔샷,3
엉엉,128
버닝,22
대서,82
스키,339
카롤,2
염콩,2
개토,2
본캐,29
한듲,1
스피,2
띵꺼바츄,1
차삼페,1
호영,28
돚들,1
번은,39
양보,40
워롱,1
신지연,1
듞랭,1
신화,160
먹엇겟,1
카인,38
치장,2
예언자,9
준걸,10
설정,974
허구,16
텍스트,128
미루룽,4
나워,1
비약,7
경쿠,1
버프,24
백썻숴,1
오열,66
염염굿,3
장창,27
계정은,31
재획,3
캐릭,41
뭉탱이,3
산더미,6
배픈,2
번갈아,28
어택,22
워낙,63
얌야미,3
혈맹,9
우르,40
주보,5
몬파,2
챠우,2
블큐,2
데미지,24
공이,53
따리,27
망겜,8
컬렉터,12
코디,352
카룻,8
필라델피아,16
코린치안스,1
마테우스,1
조항,10
메라,36
미하일,12
리부트,8
헤딩,6
매칭,38
째깍,9
악어,21
브릿지,229
우미,25
누적,146
배움,11
인간관계,17
메탈슬러그,2
관글,14
굴착,10
크랩,8
롭스,3
포탈,20
문어,26
최종병기,2
마르셰,2
카우프만,2
삶그,2
사냥,52
건건,2
졸작,11
러키스타,2
하루히,10
샤나,10
디테,14
히어로,154
돌기,7
나로,25
피뢰침,3
천둥,25
힝구,13
화이자,244
뉴링,2
아만,7
내계정,2
렙빨랏음,1
작곡,33
유채색,1
모히또,24
모꼬꼭,5
만드,10
그레이드,7
비너스,22
배틀,149
파시,18
모시,21
소라빵,3
업적,25
엘나스,1
메기,38
공자,30
방학,53
븅사,1
바꿈,16
행메,1
박하,33
해금,10
브랜,9
기상,53
퍼즐,49
제복,26
시카고,30
사파이어,30
기색,15
토니,35
뽀짝이들,1
남지,21
김민,16
뱀파이어,55
레전드,113
비이커,1
쓸모,18
루비,56
빵빵,59
이채널,2
기악,1
코랄,15
격납고,4
솔저,4
치킨게임,9
어랴,1
획메획템,1
이어링,5
어빌,5
메획,2
퍼씩,1
차하,4
심볼,14
긴담,2
유부,45
재획비,4
개구리,36
인걸,53
리브,99
리프,80
본진,61
소닉,141
미만,40
일반인,177
의욕,30
혼잣말,25
재윤,30
투성이,32
이재윤,6
에두,15
루인즈,3
도기,8
발굴,143
우시,13
숨소리,7
박삼,1
만오,2
그러케,5
카룻돌,1
미즈,33
나나,170
머글,31
러브라이브,19
오줌,17
찍쌈,1
루카,109
더독,6
원킬,4
노잼,41
슬비,4
에르,52
특산,16
세이,93
찍기,20
주혁,2
팔천,2
샹넘들,1
어둠,87
칠흑,11
동지,92
노리,54
흑막,34
흐읏,2
하읏,7
흣하악,1
흐앙,7
흐응,10
하악하악,1
흣하읏,1
하앙흐응,1
감자,323
수술실,1
마취제,12
리도카인,4
에피네프린,3
코스프레,21
애드,27
레온,33
장갑,52
망토,23
장신구,8
추옵,3
려고,89
물무,1
개원,4
윤전,3
휘영,28
남빛,1
사춘기,12
펀홈,2
부족함,10
부찌,3
승급,6
공격대,1
망툴루,1
스진,8
로호,3
파두,2
견문,8
클라이맥스,2
레플,39
세팅,20
프롬,54
메모블,1
피날,1
패닉,31
팩앤픽,1
앨리슨,1
조앤,4
선인장,19
토탈리콜,5
프리코,8
연출,159
브릭,79
류은,1
퀘스트,262
낫다,88
징징,21
안거,5
잘햇슴,1
코즈,1
국힙,10
제이,1838
레프,22
빌스,5
택스,4
비프리,2
심야,14
와비사비룸,1
혜차,1
가리온,5
듀스,32
